citekey,title,year,venue,url,matched_problems,matched_techs,grid,scenario,relevance_score,citation_count
sssd2025,Streaming Sequence-to-Sequence Learning with Delayed Streams Modeling,2025,NIPS,https://arxiv.org/abs/MZg06yaIW9,Latency,PD Separation,,,28.0,0
ssse2025,SWE-smith: Scaling Data for Software Engineering Agents,2025,NIPS,https://arxiv.org/abs/63iVrXc8cC,Agent|Scalability,,,Agent,25.0,0
sssm2025,SnapMem: Snapshot-based 3D Scene Memory for Embodied Exploration and Reasoning,2025,ICLR,https://arxiv.org/abs/mz8unSsSsB,KV Cache|Agent,,W×L,Agent,25.0,0
sssn2025,SpikeLLM: Scaling up Spiking Neural Network to Large Language Models via Saliency-based Spiking,2025,ICLR,https://arxiv.org/abs/ZadnlOHsHv,Agent|Quantization,Quantization,W×Q,Agent,26.0,0
sssp2025,SPAZER: Spatial-Semantic Progressive Reasoning Agent for Zero-shot 3D Visual Grounding,2025,NIPS,https://arxiv.org/abs/nfxTpNiSMH,Agent,,C×G,Agent,30.0,0
sstb2025,SeePhys: Does Seeing Help Thinking? – Benchmarking Vision-Based Physics Reasoning,2025,NIPS,https://arxiv.org/abs/APNWmytTCS,Agent|Scalability,,,Agent,20.0,0
ssts2025,Scaling Speech-Text Pre-training with Synthetic Interleaved Data,2025,ICLR,https://arxiv.org/abs/3tukjsVyrE,Scalability|Quantization,Quantization,W×Q,LLM,23.0,0
ssus2025,From Sequence to Structure: Uncovering Substructure Reasoning in Transformers,2025,NIPS,https://arxiv.org/abs/1Qo6DzdPOG,Agent,PD Separation,,Agent,23.0,0
ssvr2025,SynLogic: Synthesizing Verifiable Reasoning Data at Scale for Learning Logical Reasoning and Beyond,2025,NIPS,https://arxiv.org/abs/XtNiw8OQsy,Agent|Scalability,,,Agent,30.0,0
stai2025,Solving New Tasks by Adapting Internet Video Knowledge,2025,ICLR,https://arxiv.org/abs/p01BR4njlY,Agent|Throughput|Scalability,,,Agent,20.0,0
staw2025,Scaling Laws for Pre-training Agents and World Models,2025,ICLR,https://arxiv.org/abs/D0XpSucS3l,Agent|Scalability,,,Agent,20.0,0
stei2025,"SpecEM: Training-Free LLM Ensembling via Iterative Drafting, Verification, and Online Feedback",2025,NIPS,https://arxiv.org/abs/sJd4DpYOis,Agent|Latency|Speculative Decoding,Speculative Decoding,S×G,Agent,23.0,0
stff2025,A Scalable Transformer-based Framework for Fault Detection in Mission-Critical Systems,2025,ICLR,https://arxiv.org/abs/UUwrBhhsxT,Agent|Scalability,,,Agent,25.0,0
stpm2025,Tra-MoE: Scaling Trajectory Prediction Models for Adaptive Policy Conditioning,2025,ICLR,https://arxiv.org/abs/InUpEfpXQS,Scalability|MoE,MoE,C×G,,28.0,0
stpp2025,Synergistic Tensor and Pipeline Parallelism,2025,NIPS,https://arxiv.org/abs/eIojV2epgX,Distributed Inference|Throughput|Scalability,,C×G,LLM,35.0,0
stsc2025,Switchable Token-Specific Codebook Quantization For Face Image Compression,2025,NIPS,https://arxiv.org/abs/8AtYSW3VdX,Quantization,Quantization,W×Q,LLM,36.0,0
sttl2025,SCOUT: Teaching Pre-trained Language Models to Enhance Reasoning via Flow Chain-of-Thought,2025,NIPS,https://arxiv.org/abs/eXckZbaYma,Agent|Throughput|Scalability,,,Agent,25.0,0
sttm2025,Synthesizing Post-Training Data for LLMs through Multi-Agent Simulation,2025,ICLR,https://arxiv.org/abs/o83aL1nZJd,Agent,,S×G,Agent,30.0,0
sttt2025,Scaling FP8 training to trillion-token LLMs,2025,ICLR,https://arxiv.org/abs/E1EHO0imOb,,,W×Q,LLM,0,0
sutg2025,Sports-Traj: A Unified Trajectory Generation Model for Multi-Agent Movement in Sports,2025,ICLR,https://arxiv.org/abs/9aTZf71uiD,Agent|Throughput|Scalability,,W×P,Agent,40.0,0
suui2025,Seeing the Unseen: How EMoE Unveils Bias in Text-to-Image Diffusion Models,2025,ICLR,https://arxiv.org/abs/LlZ929lua7,MoE,MoE,C×G,,23.0,0
sv2025,Scaling RL to Long Videos,2025,NIPS,https://arxiv.org/abs/TxedB8hI5O,Agent|Scalability,PD Separation|vLLM,,Agent,26.0,0
svei2025,Speculative Verification: Exploiting Information Gain to Refine Speculative Decoding,2025,NIPS,https://arxiv.org/abs/tPXtIMagQX,Latency|Throughput|Scalability|Speculative Decoding,Speculative Decoding,S×G,LLM,61.0,0
svin2025,Scaling Value Iteration Networks to 5000 Layers for Extreme Long-Term Planning,2025,ICLR,https://arxiv.org/abs/USE9akheEY,,,,Agent,0,0
sweh2025,A Time Series is Worth Five Experts: Heterogeneous Mixture of Experts for Traffic Flow Prediction,2025,ICLR,https://arxiv.org/abs/3Q7y9No9VF,MoE,MoE,C×G,,23.0,0
swll2025,The Super Weight in Large Language Models,2025,ICLR,https://arxiv.org/abs/0Ag8FQ5Rr3,Throughput|Scalability|Quantization,Quantization,W×Q,LLM,23.0,0
taaa2025,"Towards Autonomous Agents: Adaptive-planning, Reasoning, and Acting in Language Models",2025,ICLR,https://arxiv.org/abs/cb4etlGvOY,Agent|Throughput,,,Agent,50.0,0
taas2025,Twilight: Adaptive Attention Sparsity with Hierarchical Top-$p$ Pruning,2025,NIPS,https://arxiv.org/abs/Ve693NkzcU,KV Cache,KV Cache|PD Separation,K×Q,,21.0,0
tads2025,TaDiCodec: Text-aware Diffusion Speech Tokenizer for Speech Language Modeling,2025,NIPS,https://arxiv.org/abs/wHsFqmM1rp,Quantization,Quantization|PD Separation,W×Q,LLM,21.0,0
taii2025,TAI3: Testing Agent Integrity in Interpreting User Intent,2025,NIPS,https://arxiv.org/abs/Gf4oPoluAV,Agent|Throughput,,,Agent,20.0,0
tait2025,Towards Accurate and Efficient Sub-8-Bit Integer Training,2025,ICLR,https://arxiv.org/abs/wJ3GeGLFmc,Quantization,Quantization,W×Q,LLM,26.0,0
tana2025,Tropical Attention: Neural Algorithmic Reasoning for Combinatorial Algorithms,2025,NIPS,https://arxiv.org/abs/3CbwwCpsSk,Agent|Throughput|Scalability,,,Agent,25.0,0
tara2025,TurboRAG: Accelerating Retrieval-Augmented Generation with Precomputed KV Caches for Chunked Text,2025,ICLR,https://arxiv.org/abs/x7NbaU8RSU,KV Cache|Latency|Throughput,KV Cache|PD Separation,K×Q,LLM,56.0,0
tasd2025,How to Train Your LLM Web Agent: A Statistical Diagnosis,2025,NIPS,https://arxiv.org/abs/67xkPEM3bZ,Agent|Throughput,,,Agent,20.0,0
tbdp2025,Think Beyond Size: Dynamic Prompting for More Effective Reasoning,2025,ICLR,https://arxiv.org/abs/c87QZPTVVm,Agent|Scalability,,,Agent,20.0,0
tbem2025,TeamCraft: A Benchmark for Embodied Multi-Agent Systems in Minecraft,2025,ICLR,https://arxiv.org/abs/nE3flbe88p,Agent,,S×G,Agent,30.0,0
tbme2025,CLIP-MoE: Towards Building Mixture of Experts for CLIP with Diversified Multiplet Upcycling,2025,ICLR,https://arxiv.org/abs/e4em5klSEw,Throughput|MoE,MoE,C×G,LLM,51.0,0
tcam2025,Trajectory-Class-Aware Multi-Agent Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/uqe5HkjbT9,Agent|Quantization,Quantization,W×Q,Agent,43.0,0
tcap2025,Thinking in Character: Advancing Role-Playing Agents with Role-Aware Reasoning,2025,NIPS,https://arxiv.org/abs/geNdDlzKTG,Agent,,,Agent,30.0,0
tcel2025,Towards Efficient Confidence Estimation for Large Language Model Reasoning,2025,ICLR,https://arxiv.org/abs/60rQpnbgmE,Agent|Scalability,,,Agent,20.0,0
tcll2025,Self-MoE: Towards Compositional Large Language Models with Self-Specialized Experts,2025,ICLR,https://arxiv.org/abs/IDJUscOjM3,Agent|MoE,MoE,C×G,Agent,41.0,0
tcmc2025,Thought Communication in Multiagent Collaboration,2025,NIPS,https://arxiv.org/abs/tq9lyV9Cml,Agent|Scalability,,C×G,Agent,25.0,0
tcot2025,Tackling Continual Offline RL through Selective Weights Activation on Aligned Spaces,2025,NIPS,https://arxiv.org/abs/KfRfTAJpjh,Agent|Quantization,Quantization,W×Q,Agent,31.0,0
tcse2025,Tight Clusters Make Specialized Experts,2025,ICLR,https://arxiv.org/abs/Pu3c0209cx,Scalability|MoE,MoE,C×G,,31.0,0
tdal2025,LSH Tells You What To Discard: An Adaptive Locality-Sensitive Strategy for KV Cache Compression,2025,ICLR,https://arxiv.org/abs/0ZcQhdyI3n,KV Cache|Agent,KV Cache,K×Q,Agent,28.0,0
tdaq2025,Temporal Distribution-aware Quantization for Diffusion Models,2025,ICLR,https://arxiv.org/abs/lF5U9jTdyq,Latency|Quantization,Quantization,W×Q,LLM,41.0,0
tdct2025,Fine-Tuning with Divergent Chains of Thought Boosts Reasoning Through Self-Correction in Language Models,2025,ICLR,https://arxiv.org/abs/u4whlT6xKO,Agent|Scalability,,,Agent,20.0,0
tddi2025,Towards Full Delegation: Designing Ideal Agentic Behaviors for Travel Planning,2025,ICLR,https://arxiv.org/abs/dePB45VMFx,Agent,,,Agent,30.0,0
tdia2025,Thinking vs. Doing: Improving Agent Reasoning by Scaling Test-Time Interaction,2025,NIPS,https://arxiv.org/abs/un1TRwNgiv,Agent,,,Agent,35.0,0
tdls2025,Deep Temporal Deaggregation: Large-Scale Spatio-Temporal Generative Models,2025,ICLR,https://arxiv.org/abs/dDdxbdhMsY,Throughput|Scalability,,,LLM,20.0,0
tdrm2025,Towards Doctor-Like Reasoning: Medical RAG Fusing Knowledge with Patient Analogy through Textual Gradients,2025,NIPS,https://arxiv.org/abs/KPlskOuZ46,Agent,,,Agent,25.0,0
teae2025,Can We Trust Embodied Agents? Exploring Backdoor Attacks against Embodied LLM-Based Decision-Making Systems,2025,ICLR,https://arxiv.org/abs/S1Bv3068Xt,Agent,,W×D,Agent,20.0,0
tece2025,Training Free Exponential Context Extension via Cascading KV Cache,2025,ICLR,https://arxiv.org/abs/dSneEp59yX,KV Cache|Latency|Scalability,KV Cache|PD Separation,K×Q,,56.0,0
teem2025,Learning through experience:Episodic memory representation for cognitive agents,2025,ICLR,https://arxiv.org/abs/0iXfS9Smqf,Agent,,,Agent,25.0,0
tehr2025,Think-RM: Enabling Long-Horizon Reasoning in Generative Reward Models,2025,NIPS,https://arxiv.org/abs/UfQAFbP6xq,Agent|Scalability,,,Agent,20.0,0
teif2025,ThinkBot: Embodied Instruction Following with Thought Chain Reasoning,2025,ICLR,https://arxiv.org/abs/tFDTHA3odg,Agent,,,Agent,25.0,0
teme2025,Towards Efficient Mixture of Experts: A Holistic Study of Compression Techniques,2025,ICLR,https://arxiv.org/abs/qh1goDZ0ZQ,Throughput|Scalability|MoE,MoE,C×G,LLM,59.0,0
ters2025,Aux-Think: Exploring Reasoning Strategies for Data-Efficient Vision-Language Navigation,2025,NIPS,https://arxiv.org/abs/vNmWbINtwH,Agent|Throughput|Scalability,,,Agent,30.0,0
tesc2025,Transformer Encoder Satisfiability: Complexity and Impact on Formal Reasoning,2025,ICLR,https://arxiv.org/abs/VVO3ApdMUE,Agent|Quantization,Quantization,W×Q,Agent,28.0,0
tesm2025,Towards Efficient and Scalable Multi-agent Reasoning via Bayesian Nash Equilibrium,2025,ICLR,https://arxiv.org/abs/MWSoYGPexK,Agent|Scalability,,S×G,Agent,55.0,0
tevm2025,Fact-R1: Towards Explainable Video Misinformation Detection with Deep Reasoning,2025,NIPS,https://arxiv.org/abs/EeyvDitalf,Agent|Scalability,,,Agent,20.0,0
tfae2025,Towards LLM4Floorplan: Agents Can Do What Engineers Do in Chip Design,2025,ICLR,https://arxiv.org/abs/n7s9EwG6hW,Agent,,,Agent,25.0,0
tfbe2025,Thinking Forward and Backward: Effective Backward Planning with Large Language Models,2025,ICLR,https://arxiv.org/abs/cWrqs2lwCJ,,,,LLM,0,0
tfpr2025,When Thinking Fails: The Pitfalls of Reasoning for Instruction-Following in LLMs,2025,NIPS,https://arxiv.org/abs/w5uUvxp81b,Agent|Scalability,,,Agent,20.0,0
tfts2025,Towards Fully FP8 GEMM LLM Training at Scale,2025,NIPS,https://arxiv.org/abs/KYTFXxTJ12,Throughput|Scalability|Quantization,Quantization,W×Q,LLM,56.0,0
tgbs2025,Tighter CMI-Based Generalization Bounds via Stochastic Projection and Quantization,2025,NIPS,https://arxiv.org/abs/VYLdKb5dzO,Quantization,Quantization,W×Q,LLM,23.0,0
tgem2025,Towards Efficient LLM Grounding for Embodied Multi-Agent Collaboration,2025,ICLR,https://arxiv.org/abs/y5tkxH7kxQ,Agent,,S×G,Agent,40.0,0
tgtg2025,TGTOD: A Global Temporal Graph Transformer for Outlier Detection at Scale,2025,ICLR,https://arxiv.org/abs/2o7wxbKEQY,Scalability,,,LLM,20.0,0
tiws2025,Towards Interpretability Without Sacrifice: Faithful Dense Layer Decomposition with Mixture of Decoders,2025,NIPS,https://arxiv.org/abs/jcvX8XFNqX,Throughput|MoE,MoE|PD Separation,C×G,LLM,26.0,0
tlai2025,ARIA: Training Language Agents with Intention-driven Reward Aggregation,2025,NIPS,https://arxiv.org/abs/eumRwpgdMU,Agent,,,Agent,20.0,0
tlhr2025,Think Only When You Need with Large Hybrid-Reasoning Models,2025,NIPS,https://arxiv.org/abs/fDjDVE4qdj,Agent|Latency,,,Agent,20.0,0
tlkm2025,Fast Training of Large Kernel Models with Delayed Projections,2025,NIPS,https://arxiv.org/abs/a7hHwWnZey,Latency|Scalability,,,,20.0,0
tlmc2025,Training Language Models to Critique with Multi-Agent Feedback,2025,ICLR,https://arxiv.org/abs/tciQfO8S8j,Agent,,S×G,Agent,30.0,0
tlq2025,PTNQ: Post-Training Non-Linear Quantization,2025,ICLR,https://arxiv.org/abs/AEvu2ifH1r,Quantization,Quantization,W×Q,LLM,23.0,0
tlrm2025,R$^2$ec: Towards Large Recommender Models with Reasoning,2025,NIPS,https://arxiv.org/abs/VYdzGigCBC,Agent|Latency,,,Agent,20.0,0
tlsc2025,Towards Large-Scale In-Context Reinforcement Learning by Meta-Training in Randomized Worlds,2025,NIPS,https://arxiv.org/abs/b6ASJBXtgP,Agent|Scalability,,,Agent,20.0,0
tlsd2025,TalkCuts: A Large-Scale Dataset for Multi-Shot Human Speech Video Generation,2025,NIPS,https://arxiv.org/abs/4a0w7AkrY7,Agent|Scalability,,,Agent,20.0,0
tlvl2025,Fast-Slow Thinking GRPO for Large Vision-Language Model Reasoning,2025,NIPS,https://arxiv.org/abs/MI1uT5rReV,Agent|Scalability,,,Agent,20.0,0
tmae2025,Toward Efficient Multi-Agent Exploration With Trajectory Entropy Maximization,2025,ICLR,https://arxiv.org/abs/YvKJGYL4j7,Agent|Scalability,,W×L,Agent,40.0,0
tmag2025,A Theory of Multi-Agent Generative Flow Networks,2025,ICLR,https://arxiv.org/abs/4oQHCmnM8R,Agent,,S×G,Agent,30.0,0
tmar2025,Tractable Multi-Agent Reinforcement Learning through Behavioral Economics,2025,ICLR,https://arxiv.org/abs/stUKwWBuBm,,,S×G,Agent,0,0
tmeh2025,Towards Efficient Mixture of Experts: A Holistic Study of Compression Techniques,2025,ICLR,https://arxiv.org/abs/qh1goDZ0ZQ,Throughput|Scalability|MoE,MoE,C×G,LLM,46.0,0
tmep2025,Free-MoE: Tuning-Free Mixture-of-Experts Purifying LLMs to Thrive across Any Field,2025,ICLR,https://arxiv.org/abs/J8LYjgi7nH,Scalability|MoE,MoE,C×G,LLM,41.0,0
tmmb2025,TeamCraft: A Multi-Modal Benchmark for Collaborative Agents in Minecraft,2025,NIPS,https://arxiv.org/abs/GV7JmRqX70,Agent,,,Agent,20.0,0
tmmd2025,TransMLA: Migrating GQA Models to MLA with Full DeepSeek Compatibility and Speedup,2025,NIPS,https://arxiv.org/abs/TcVCu2PKb9,KV Cache|Latency|MoE|Quantization,KV Cache|MoE|Quantization|vLLM|SGLang,K×Q,LLM,78.0,0
tmsq2025,Tokenizing 3D Molecule Structure with Quantized Spherical Coordinates,2025,ICLR,https://arxiv.org/abs/UqrSyATn7F,Quantization,Quantization,W×Q,LLM,23.0,0
tmtl2025,Towards Machine Theory of Mind with Large Language Model-Augmented Inverse Planning,2025,ICLR,https://arxiv.org/abs/Y2cGisOWPZ,Agent|Scalability,,,Agent,30.0,0
tomd2025,Towards Optimal Multi-draft Speculative Decoding,2025,ICLR,https://arxiv.org/abs/9KxnxWOBA5,Speculative Decoding,Speculative Decoding,S×G,,36.0,0
torv2025,Efficient Training-Free Online Routing for High-Volume Multi-LLM Serving,2025,NIPS,https://arxiv.org/abs/d4mZyZB5I9,Throughput,,,LLM,20.0,0
tpaa2025,A Third-Person Appraisal Agent: Learning to Reason About Emotions in Conversational Contexts,2025,ICLR,https://arxiv.org/abs/i6b2TrTNMz,Agent,,,Agent,20.0,0
tplc2025,Transformers Provably Learn Chain-of-Thought Reasoning with Length Generalization,2025,NIPS,https://arxiv.org/abs/aE0bCvXXBt,Agent|Scalability,,,Agent,20.0,0
tpls2025,Towards Practical Large-Scale Privacy-Preserving Recurrent Neural Networks,2025,ICLR,https://arxiv.org/abs/TvvT4wjEPf,,,,,0,0
tpns2025,TorchTitan: One-stop PyTorch native solution for production ready LLM pretraining,2025,ICLR,https://arxiv.org/abs/SFN6Wm7YBI,Distributed Inference|Scalability,,,LLM,25.0,0
tppc2025,TokenSqueeze: Performance-Preserving Compression for Reasoning LLMs,2025,NIPS,https://arxiv.org/abs/Wc1VZ2bVJn,Agent|Latency|Throughput,,,Agent,35.0,0
tpro2025,ToRL: Topology-preserving Representation Learning Of Object Deformations From Images,2025,ICLR,https://arxiv.org/abs/rUqcugZDUl,Throughput,PD Separation,C×G,LLM,23.0,0
tpts2025,On the Bias of Next-Token Predictors Toward Systematically Inefficient Reasoning: A Shortest-Path Case Study,2025,NIPS,https://arxiv.org/abs/l8razJItEy,Agent,PD Separation,,Agent,23.0,0
tpum2025,Towards Principled Unsupervised Multi-Agent Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/XF1OzY8mEI,Agent,,S×G,Agent,30.0,0
tqta2025,Transcending Cost-Quality Tradeoff in Agent Serving via Session-Awareness,2025,NIPS,https://arxiv.org/abs/RmqWt1btxQ,KV Cache|Agent|Throughput,KV Cache,K×Q,Agent,48.0,0
tqts2025,A Training-Free Sub-quadratic Cost Transformer Model Serving Framework with Hierarchically Pruned Attention,2025,ICLR,https://arxiv.org/abs/PTcMzQgKmn,KV Cache|Throughput|Scalability,KV Cache|PD Separation,K×Q,LLM,51.0,0
trap2025,TRAP: Targeted Redirecting of Agentic Preferences,2025,NIPS,https://arxiv.org/abs/X51kYnijag,Agent,,,Agent,20.0,0
trcb2025,A2Seek: Towards Reasoning-Centric Benchmark for Aerial Anomaly Understanding,2025,NIPS,https://arxiv.org/abs/apHeLNdl9g,Agent|Scalability,,,Agent,20.0,0
trgv2025,RL Tango: Reinforcing Generator and Verifier Together for Language Reasoning,2025,NIPS,https://arxiv.org/abs/JRkFZl0TJ2,Agent|Scalability,,,Agent,20.0,0
trpn2025,Towards Reliable Code-as-Policies: A Neuro-Symbolic Framework for Embodied Task Planning,2025,NIPS,https://arxiv.org/abs/VaC4sa96EI,Agent|Throughput,,,Agent,25.0,0
trrm2025,Towards Replication-Robust Data Markets,2025,ICLR,https://arxiv.org/abs/iTjSqQQ4f8,Distributed Inference|Agent|Throughput,,,Agent,20.0,0
trrp2025,Towards Reliable LLM-based Robots Planning via Combined Uncertainty Estimation,2025,NIPS,https://arxiv.org/abs/68OW8tLSh2,Agent,,,Agent,20.0,0
trts2025,Towards Learning to Reason at Pre-Training Scale,2025,ICLR,https://arxiv.org/abs/BGnm7Lo8oW,Agent|Scalability,,,Agent,20.0,0
trtv2025,Temporal Reasoning Transfer from Text to Video,2025,ICLR,https://arxiv.org/abs/sHAvMp5J4R,Agent|Scalability,,,Agent,20.0,0
trul2025,Topology of Reasoning: Understanding Large Reasoning Models through Reasoning Graph Properties,2025,NIPS,https://arxiv.org/abs/o1g8NWkxqf,Agent|Scalability,,C×G,Agent,20.0,0
trwr2025,$\textit{RwR}$: A Reason-while-Retrieve framework for Reasoning on Scene Graphs with LLMs,2025,ICLR,https://arxiv.org/abs/pTqsapWIPo,Agent|Scalability,,,Agent,30.0,0
tsad2025,Post-Training Sparse Attention with Double Sparsity,2025,ICLR,https://arxiv.org/abs/XzU3Xk1Xu2,KV Cache|MoE,KV Cache|MoE|SGLang,K×Q,,34.0,0
tsap2025,Towards Specialized Web Agents Using Production-Scale Workflow Data,2025,ICLR,https://arxiv.org/abs/L9pTokEb8L,,,,Agent,0,0
tsar2025,Learning When to Think: Shaping Adaptive Reasoning in R1-Style Models via Multi-Stage RL,2025,NIPS,https://arxiv.org/abs/Hs3FrjwyVZ,Agent|Latency,,,Agent,20.0,0
tsbi2025,A Theoretical Study on Bridging Internal Probability and Self-Consistency for LLM Reasoning,2025,NIPS,https://arxiv.org/abs/E0PaeSszLz,Agent|Throughput,,,Agent,20.0,0
tsma2025,Towards Efficient and Scalable Multi-agent Reasoning via Bayesian Nash Equilibrium,2025,ICLR,https://arxiv.org/abs/MWSoYGPexK,Agent|Scalability,,S×G,Agent,55.0,0
tsrr2025,Think or Not? Selective Reasoning via Reinforcement Learning for Vision-Language Models,2025,NIPS,https://arxiv.org/abs/qI95wZZCWh,Agent,,,Agent,20.0,0
tsrs2025,Towards Straggler-Resilient Split Federated Learning: An Unbalanced Update Approach,2025,NIPS,https://arxiv.org/abs/MOAmJKj2Uc,Distributed Inference|Latency|Scalability,,,,20.0,0
ttcp2025,Towards Fine-tuning-free Few-shot Classification: A Purely Self-supervised Manner,2025,ICLR,https://arxiv.org/abs/L8vZXTVxfG,Quantization,Quantization|PD Separation,W×Q,LLM,21.0,0
ttcq2025,ThinK: Thinner Key Cache by Query-Driven Pruning,2025,ICLR,https://arxiv.org/abs/n0OtGl6VGb,KV Cache|Quantization,KV Cache|Quantization,K×Q,LLM,26.0,0
ttcr2025,Teaching Transformers Causal Reasoning through Axiomatic Training,2025,ICLR,https://arxiv.org/abs/te30nmLaFf,Agent,,,Agent,20.0,0
ttdm2025,TerDiT: Ternary Diffusion Models with Transformers,2025,ICLR,https://arxiv.org/abs/MVQj0uajaF,Scalability|Quantization,Quantization,W×Q,LLM,23.0,0
ttit2025,Tooling or Not Tooling? The Impact of Tools on Language Agents for Chemistry Problem Solving,2025,ICLR,https://arxiv.org/abs/Q6S9gZvY6j,Agent,,,Agent,20.0,0
ttos2025,Towards Thinking-Optimal Scaling of Test-Time Compute for LLM Reasoning,2025,NIPS,https://arxiv.org/abs/6ICFqmixlS,Agent|Scalability,,,Agent,20.0,0
ttqt2025,TopGQ: Post-Training Quantization for GNNs via Topology Based Node Grouping,2025,ICLR,https://arxiv.org/abs/6tvW2OuGNc,Scalability|Quantization,Quantization,W×Q,LLM,41.0,0
tupe2025,Tree-of-Table: Unleashing the Power of LLMs for Enhanced Large-Scale Table Understanding,2025,ICLR,https://arxiv.org/abs/Yv8FrCY87H,Agent|Scalability,,,Agent,20.0,0
